id,level,cefr,level_title,function,pattern_no,variation_no,expression,meaning_ko,example_en,example_ko,dialogue_en,dialogue_ko,situation_ko,note_ko,memory_chunk,cloze_prompt,reverse_prompt_ko,memory_tip_ko,confusion_note_ko,review_steps_ko,tags,practice_prompt_ko
6728,7,B2+,argument and storytelling,framing,15,28,It's not a matter of the main how far we can go,핵심 우리가 어디까지 갈 수 있는지의 문제가 아니다,It's not a matter of the main how far we can go.,"이 예문은 '핵심 우리가 어디까지 갈 수 있는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the main how far we can go. / B: I see the point, but we may need more evidence.",A: 핵심 우리가 어디까지 갈 수 있는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / main how far we can go,It's not a matter ____ the main how far we can go | answer: of,문제의 성격을 규정할 때: '핵심 우리가 어디까지 갈 수 있는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 핵심 우리가 어디까지 갈 수 있는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / main how far we can go -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '핵심 우리가 어디까지 갈 수 있는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6729,7,B2+,argument and storytelling,framing,15,29,It's not a matter of the main what we should avoid,핵심 우리가 피해야 할 것의 문제가 아니다,It's not a matter of the main what we should avoid.,"이 예문은 '핵심 우리가 피해야 할 것의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the main what we should avoid. / B: I see the point, but we may need more evidence.",A: 핵심 우리가 피해야 할 것의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / main what we should avoid,It's not a matter ____ the main what we should avoid | answer: of,문제의 성격을 규정할 때: '핵심 우리가 피해야 할 것의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 핵심 우리가 피해야 할 것의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / main what we should avoid -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '핵심 우리가 피해야 할 것의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6730,7,B2+,argument and storytelling,framing,15,30,It's not a matter of the main what makes it different,핵심 그걸 다르게 만드는 것의 문제가 아니다,It's not a matter of the main what makes it different.,"이 예문은 '핵심 그걸 다르게 만드는 것의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the main what makes it different. / B: I see the point, but we may need more evidence.",A: 핵심 그걸 다르게 만드는 것의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / main what makes it different,It's not a matter ____ the main what makes it different | answer: of,문제의 성격을 규정할 때: '핵심 그걸 다르게 만드는 것의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 핵심 그걸 다르게 만드는 것의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / main what makes it different -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '핵심 그걸 다르게 만드는 것의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6731,7,B2+,argument and storytelling,framing,15,31,It's not a matter of the way it works,그것이 작동하는 방식의 문제가 아니다,It's not a matter of the way it works.,"이 예문은 '그것이 작동하는 방식의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the way it works. / B: I see the point, but we may need more evidence.",A: 그것이 작동하는 방식의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / way it works,It's not a matter ____ the way it works | answer: of,문제의 성격을 규정할 때: '그것이 작동하는 방식의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 그것이 작동하는 방식의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / way it works -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '그것이 작동하는 방식의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6732,7,B2+,argument and storytelling,framing,15,32,It's not a matter of what happened,무슨 일이 일어났는지의 문제가 아니다,It's not a matter of what happened.,"이 예문은 '무슨 일이 일어났는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of what happened. / B: I see the point, but we may need more evidence.",A: 무슨 일이 일어났는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of what / happened,It's not a matter ____ what happened | answer: of,문제의 성격을 규정할 때: '무슨 일이 일어났는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 무슨 일이 일어났는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of what / happened -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '무슨 일이 일어났는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6733,7,B2+,argument and storytelling,framing,15,33,It's not a matter of what matters most,가장 중요한 것의 문제가 아니다,It's not a matter of what matters most.,"이 예문은 '가장 중요한 것의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of what matters most. / B: I see the point, but we may need more evidence.",A: 가장 중요한 것의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of what / matters most,It's not a matter ____ what matters most | answer: of,문제의 성격을 규정할 때: '가장 중요한 것의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 가장 중요한 것의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of what / matters most -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '가장 중요한 것의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6734,7,B2+,argument and storytelling,framing,15,34,It's not a matter of how people feel,사람들이 어떻게 느끼는지의 문제가 아니다,It's not a matter of how people feel.,"이 예문은 '사람들이 어떻게 느끼는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of how people feel. / B: I see the point, but we may need more evidence.",A: 사람들이 어떻게 느끼는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of how / people feel,It's not a matter ____ how people feel | answer: of,문제의 성격을 규정할 때: '사람들이 어떻게 느끼는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 사람들이 어떻게 느끼는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of how / people feel -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '사람들이 어떻게 느끼는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6735,7,B2+,argument and storytelling,framing,15,35,It's not a matter of why it failed,왜 실패했는지의 문제가 아니다,It's not a matter of why it failed.,"이 예문은 '왜 실패했는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of why it failed. / B: I see the point, but we may need more evidence.",A: 왜 실패했는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of why / it failed,It's not a matter ____ why it failed | answer: of,문제의 성격을 규정할 때: '왜 실패했는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 왜 실패했는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of why / it failed -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '왜 실패했는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6736,7,B2+,argument and storytelling,framing,15,36,It's not a matter of where it started,어디서 시작됐는지의 문제가 아니다,It's not a matter of where it started.,"이 예문은 '어디서 시작됐는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of where it started. / B: I see the point, but we may need more evidence.",A: 어디서 시작됐는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of where / it started,It's not a matter ____ where it started | answer: of,문제의 성격을 규정할 때: '어디서 시작됐는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 어디서 시작됐는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of where / it started -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '어디서 시작됐는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6737,7,B2+,argument and storytelling,framing,15,37,It's not a matter of whether it is worth it,그게 가치 있는지의 문제가 아니다,It's not a matter of whether it is worth it.,"이 예문은 '그게 가치 있는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of whether it is worth it. / B: I see the point, but we may need more evidence.",A: 그게 가치 있는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of whether / it is worth it,It's not a matter ____ whether it is worth it | answer: of,문제의 성격을 규정할 때: '그게 가치 있는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 그게 가치 있는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of whether / it is worth it -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '그게 가치 있는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6738,7,B2+,argument and storytelling,framing,15,38,It's not a matter of how far we can go,우리가 어디까지 갈 수 있는지의 문제가 아니다,It's not a matter of how far we can go.,"이 예문은 '우리가 어디까지 갈 수 있는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of how far we can go. / B: I see the point, but we may need more evidence.",A: 우리가 어디까지 갈 수 있는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of how / far we can go,It's not a matter ____ how far we can go | answer: of,문제의 성격을 규정할 때: '우리가 어디까지 갈 수 있는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 우리가 어디까지 갈 수 있는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of how / far we can go -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '우리가 어디까지 갈 수 있는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6739,7,B2+,argument and storytelling,framing,15,39,It's not a matter of what we should avoid,우리가 피해야 할 것의 문제가 아니다,It's not a matter of what we should avoid.,"이 예문은 '우리가 피해야 할 것의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of what we should avoid. / B: I see the point, but we may need more evidence.",A: 우리가 피해야 할 것의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of what / we should avoid,It's not a matter ____ what we should avoid | answer: of,문제의 성격을 규정할 때: '우리가 피해야 할 것의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 우리가 피해야 할 것의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of what / we should avoid -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '우리가 피해야 할 것의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6740,7,B2+,argument and storytelling,framing,15,40,It's not a matter of what makes it different,그걸 다르게 만드는 것의 문제가 아니다,It's not a matter of what makes it different.,"이 예문은 '그걸 다르게 만드는 것의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of what makes it different. / B: I see the point, but we may need more evidence.",A: 그걸 다르게 만드는 것의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of what / makes it different,It's not a matter ____ what makes it different | answer: of,문제의 성격을 규정할 때: '그걸 다르게 만드는 것의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 그걸 다르게 만드는 것의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of what / makes it different -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '그걸 다르게 만드는 것의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6741,7,B2+,argument and storytelling,framing,15,41,It's not a matter of the clear way it works,명확 그것이 작동하는 방식의 문제가 아니다,It's not a matter of the clear way it works.,"이 예문은 '명확 그것이 작동하는 방식의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the clear way it works. / B: I see the point, but we may need more evidence.",A: 명확 그것이 작동하는 방식의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / clear way it works,It's not a matter ____ the clear way it works | answer: of,문제의 성격을 규정할 때: '명확 그것이 작동하는 방식의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 명확 그것이 작동하는 방식의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / clear way it works -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '명확 그것이 작동하는 방식의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6742,7,B2+,argument and storytelling,framing,15,42,It's not a matter of the clear what happened,명확 무슨 일이 일어났는지의 문제가 아니다,It's not a matter of the clear what happened.,"이 예문은 '명확 무슨 일이 일어났는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the clear what happened. / B: I see the point, but we may need more evidence.",A: 명확 무슨 일이 일어났는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / clear what happened,It's not a matter ____ the clear what happened | answer: of,문제의 성격을 규정할 때: '명확 무슨 일이 일어났는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 명확 무슨 일이 일어났는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / clear what happened -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '명확 무슨 일이 일어났는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6743,7,B2+,argument and storytelling,framing,15,43,It's not a matter of the clear what matters most,명확 가장 중요한 것의 문제가 아니다,It's not a matter of the clear what matters most.,"이 예문은 '명확 가장 중요한 것의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the clear what matters most. / B: I see the point, but we may need more evidence.",A: 명확 가장 중요한 것의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / clear what matters most,It's not a matter ____ the clear what matters most | answer: of,문제의 성격을 규정할 때: '명확 가장 중요한 것의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 명확 가장 중요한 것의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / clear what matters most -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '명확 가장 중요한 것의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6744,7,B2+,argument and storytelling,framing,15,44,It's not a matter of the clear how people feel,명확 사람들이 어떻게 느끼는지의 문제가 아니다,It's not a matter of the clear how people feel.,"이 예문은 '명확 사람들이 어떻게 느끼는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the clear how people feel. / B: I see the point, but we may need more evidence.",A: 명확 사람들이 어떻게 느끼는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / clear how people feel,It's not a matter ____ the clear how people feel | answer: of,문제의 성격을 규정할 때: '명확 사람들이 어떻게 느끼는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 명확 사람들이 어떻게 느끼는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / clear how people feel -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '명확 사람들이 어떻게 느끼는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6745,7,B2+,argument and storytelling,framing,15,45,It's not a matter of the clear why it failed,명확 왜 실패했는지의 문제가 아니다,It's not a matter of the clear why it failed.,"이 예문은 '명확 왜 실패했는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the clear why it failed. / B: I see the point, but we may need more evidence.",A: 명확 왜 실패했는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / clear why it failed,It's not a matter ____ the clear why it failed | answer: of,문제의 성격을 규정할 때: '명확 왜 실패했는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 명확 왜 실패했는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / clear why it failed -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '명확 왜 실패했는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6746,7,B2+,argument and storytelling,framing,15,46,It's not a matter of the clear where it started,명확 어디서 시작됐는지의 문제가 아니다,It's not a matter of the clear where it started.,"이 예문은 '명확 어디서 시작됐는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the clear where it started. / B: I see the point, but we may need more evidence.",A: 명확 어디서 시작됐는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / clear where it started,It's not a matter ____ the clear where it started | answer: of,문제의 성격을 규정할 때: '명확 어디서 시작됐는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 명확 어디서 시작됐는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / clear where it started -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '명확 어디서 시작됐는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6747,7,B2+,argument and storytelling,framing,15,47,It's not a matter of the clear whether it is worth it,명확 그게 가치 있는지의 문제가 아니다,It's not a matter of the clear whether it is worth it.,"이 예문은 '명확 그게 가치 있는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the clear whether it is worth it. / B: I see the point, but we may need more evidence.",A: 명확 그게 가치 있는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / clear whether it is worth it,It's not a matter ____ the clear whether it is worth it | answer: of,문제의 성격을 규정할 때: '명확 그게 가치 있는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 명확 그게 가치 있는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / clear whether it is worth it -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '명확 그게 가치 있는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6748,7,B2+,argument and storytelling,framing,15,48,It's not a matter of the clear how far we can go,명확 우리가 어디까지 갈 수 있는지의 문제가 아니다,It's not a matter of the clear how far we can go.,"이 예문은 '명확 우리가 어디까지 갈 수 있는지의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the clear how far we can go. / B: I see the point, but we may need more evidence.",A: 명확 우리가 어디까지 갈 수 있는지의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / clear how far we can go,It's not a matter ____ the clear how far we can go | answer: of,문제의 성격을 규정할 때: '명확 우리가 어디까지 갈 수 있는지의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 명확 우리가 어디까지 갈 수 있는지의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / clear how far we can go -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '명확 우리가 어디까지 갈 수 있는지의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6749,7,B2+,argument and storytelling,framing,15,49,It's not a matter of the clear what we should avoid,명확 우리가 피해야 할 것의 문제가 아니다,It's not a matter of the clear what we should avoid.,"이 예문은 '명확 우리가 피해야 할 것의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the clear what we should avoid. / B: I see the point, but we may need more evidence.",A: 명확 우리가 피해야 할 것의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / clear what we should avoid,It's not a matter ____ the clear what we should avoid | answer: of,문제의 성격을 규정할 때: '명확 우리가 피해야 할 것의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 명확 우리가 피해야 할 것의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / clear what we should avoid -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '명확 우리가 피해야 할 것의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
6750,7,B2+,argument and storytelling,framing,15,50,It's not a matter of the clear what makes it different,명확 그걸 다르게 만드는 것의 문제가 아니다,It's not a matter of the clear what makes it different.,"이 예문은 '명확 그걸 다르게 만드는 것의 문제가 아니다'라는 뜻으로 주장, 설명, 반박을 연결할 때 쓴다.","A: It's not a matter of the clear what makes it different. / B: I see the point, but we may need more evidence.",A: 명확 그걸 다르게 만드는 것의 문제가 아니다. / B: 요지는 알겠지만 근거가 더 필요할 수 있어요.,문제의 성격을 규정할 때,matter of,It's not a / matter of the / clear what makes it different,It's not a matter ____ the clear what makes it different | answer: of,문제의 성격을 규정할 때: '명확 그걸 다르게 만드는 것의 문제가 아니다'를 영어 표현으로 떠올리기,"패턴 'matter of'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 명확 그걸 다르게 만드는 것의 문제가 아니다 -> 2 끊어 읽기: It's not a / matter of the / clear what makes it different -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L7|framing|discussion,"문제의 성격을 규정할 때, '명확 그걸 다르게 만드는 것의 문제가 아니다'라는 뜻이 되도록 영어로 말해 보세요."
